Orthogroup	Athaliana_Araport11	Knitens_v1.1	Mpolymorpha_v6	Pmargaritaceum_v1	Ppatens_v3.3
OG0030615					Pp3c8_20680
OG0030616					Pp3c8_21620
OG0030617					Pp3c8_21770
OG0030618					Pp3c7_590
OG0030619					Pp3c7_2000
OG0030620					Pp3c7_2300
OG0030621					Pp3c7_3610
OG0030622					Pp3c7_9000
OG0030623					Pp3c7_11210, Pp3c7_11220
OG0030624					Pp3c7_12190
OG0030625					Pp3c7_13890
OG0030626					Pp3c7_14330
OG0030627					Pp3c7_16600, Pp3c7_16660
OG0030628					Pp3c7_20230
OG0030629					Pp3c7_26010
OG0030630					Pp3c6_3710
OG0030631					Pp3c6_3990
OG0030632					Pp3c6_11420
OG0030633					Pp3c6_16010
OG0030634					Pp3c6_17000
OG0030635					Pp3c6_19730
OG0030636					Pp3c6_24150
OG0030637					Pp3c6_25560
OG0030638					Pp3c6_25940
OG0030639					Pp3c5_880
OG0030640					Pp3c5_2900
OG0030641					Pp3c5_3730
OG0030642					Pp3c5_4840
OG0030643					Pp3c5_5310
OG0030644					Pp3c5_6120
OG0030645					Pp3c5_6590
OG0030646					Pp3c5_7220
OG0030647					Pp3c5_12660
OG0030648					Pp3c5_13670
OG0030649					Pp3c5_19460
OG0030650					Pp3c5_22920
OG0030651					Pp3c5_23790
OG0030652					Pp3c5_26380
OG0030653					Pp3c5_27410
OG0030654					Pp3c4_140
OG0030655					Pp3c4_2530
OG0030656					Pp3c4_3820
OG0030657					Pp3c4_5010
OG0030658					Pp3c4_7260
OG0030659					Pp3c4_8660
OG0030660					Pp3c4_9600
OG0030661					Pp3c4_11210
OG0030662					Pp3c4_11900
OG0030663					Pp3c4_14760
OG0030664					Pp3c4_15100
OG0030665					Pp3c4_16210
OG0030666					Pp3c4_21250
OG0030667					Pp3c4_22420
OG0030668					Pp3c4_21940
OG0030669					Pp3c4_23110
OG0030670					Pp3c4_23930
OG0030671					Pp3c4_28410
OG0030672					Pp3c4_29300
OG0030673					Pp3c4_31920
OG0030674					Pp3c3_7840
OG0030675					Pp3c3_7440
OG0030676					Pp3c3_9950
OG0030677					Pp3c3_10280
OG0030678					Pp3c3_13510
OG0030679					Pp3c3_18160
OG0030680					Pp3c3_20320
OG0030681					Pp3c3_22170
OG0030682					Pp3c3_23430
OG0030683					Pp3c3_27570
OG0030684					Pp3c3_31600
OG0030685					Pp3c3_32160
OG0030686					Pp3c3_33210
OG0030687					Pp3c3_33940
OG0030688					Pp3c3_36440
OG0030689					Pp3c3_36450
OG0030690					Pp3c3_37800
OG0030691					Pp3c2_1120
OG0030692					Pp3c2_2170
OG0030693					Pp3c2_1870
OG0030694					Pp3c2_2220
OG0030695					Pp3c2_2840
OG0030696					Pp3c2_8880
OG0030697					Pp3c2_12320
OG0030698					Pp3c2_15400
OG0030699					Pp3c2_19740
OG0030700					Pp3c2_24500
OG0030701					Pp3c2_24850
OG0030702					Pp3c2_26770
OG0030703					Pp3c2_29970
OG0030704					Pp3c2_30510
OG0030705					Pp3c1_400
OG0030706					Pp3c1_6090
OG0030707					Pp3c1_7740
OG0030708					Pp3c1_10460
OG0030709					Pp3c1_10810
OG0030710					Pp3c1_11040
OG0030711					Pp3c1_14230
OG0030712					Pp3c1_22560
OG0030713					Pp3c1_22810
OG0030714					Pp3c1_27060
OG0030715					Pp3c1_27850
OG0030716					Pp3c1_28200
OG0030717					Pp3c1_30900
OG0030718					Pp3c1_32540
OG0030719					Pp3c1_34890
OG0030720					Pp3c1_35460
OG0030721					Pp3c1_37070
OG0030722					Pp3c1_36940
OG0030723					Pp3c1_37630
OG0030724					Pp3c1_40060
OG0030725					Pp3c1_41950
OG0030726					Pp3c10_8860
OG0030727					Pp3c9_9570
OG0030728					Pp3c10_171300, Pp3c10_17130
OG0030729					Pp3c11_183303, Pp3c11_183304
OG0030730					Pp3c11_24210
OG0030731					Pp3c10_21660
OG0030732					Pp3c11_520
OG0030733					Pp3c11_19960
OG0030734					Pp3c13_16790
OG0030735					Pp3c14_18900
OG0030736					Pp3c14_23270
OG0030737					Pp3c17_101901, Pp3c17_101902
OG0030738					Pp3c19_9410
OG0030739					Pp3c19_9620
OG0030740					Pp3c1_6700
OG0030741					Pp3c1_40780
OG0030742					Pp3c1_35400
OG0030743					Pp3c22_12540
OG0030744					Pp3c24_8280
OG0030745					Pp3c2_11350
OG0030746					Pp3c2_4940
OG0030747					Pp3c2_660
OG0030748					Pp3c3_36320
OG0030749					Pp3c4_32350
OG0030750					Pp3c3_33210
OG0030751					Pp3c5_19770
OG0030752					Pp3c4_8504
OG0030753					Pp3c6_21440
OG0030754					Pp3c4_8504
OG0030755					Pp3c7_2400
OG0030756					Pp3c1_16110
OG0030757					Pp3c1_6120
OG0030758					Pp3c25_4920
OG0030759					Pp3c4_19780
OG0030760					Pp3c21_9020
OG0030761					Pp3c18_17330
OG0030762					Pp3c2_6500
OG0030763					Pp3c23_8770
OG0030764					Pp3c18_4770
OG0030765					Pp3c24_4390
OG0030766					Pp3c1_9400
OG0030767					Pp3c3_31110
OG0030768					Pp3c12_5480
OG0030769					Pp3c1_23940
OG0030770					Pp3c5_2730
OG0030771					Pp3c2_35310
OG0030772					Pp3c9_720
OG0030773					Pp3c17_14090
OG0030774					Pp3c24_18560
OG0030775					Pp3c15_15520
OG0030776					Pp3c5_17880
OG0030777					Pp3c7_3210
OG0030778					Pp3c23_10880
OG0030779					Pp3c13_14790
OG0030780					Pp3c3_12530
OG0030781					Pp3c4_4630
OG0030782					Pp3c4_10480, Pp3c4_10497
OG0030783					Pp3c24_9330
OG0030784					Pp3c4_410
OG0030785					Pp3c19_11600
OG0030786					Pp3c1_600
OG0030787					Pp3c19_4690
OG0030788					Pp3c3_18750
OG0030789					Pp3c12_12340
OG0030790					Pp3c10_16880
OG0030791					Pp3c24_6290
OG0030792					Pp3c11_4080
OG0030793					Pp3c14_10430
OG0030794					Pp3c15_13490
OG0030795					Pp3c8_22580
OG0030796					Pp3c16_19530
OG0030797					Pp3c1_11030
OG0030798					Pp3c6_22260, Pp3s200_10
OG0030799					Pp3c27_30
OG0030800					Pp3c27_90
OG0030801					Pp3c27_170
OG0030802					Pp3c27_340
OG0030803					Pp3c27_390
OG0030804					Pp3c27_480
OG0030805					Pp3c27_600
OG0030806					Pp3c27_690
OG0030807					Pp3c27_1490, Pp3c27_1500
OG0030808					Pp3c27_1800
OG0030809					Pp3c27_1820
OG0030810					Pp3c27_2690
OG0030811					Pp3c27_2890
OG0030812					Pp3c27_3510
OG0030813					Pp3c27_3660
OG0030814					Pp3c27_3570
OG0030815					Pp3c27_3860
OG0030816					Pp3c27_4230, Pp3c27_4250
OG0030817					Pp3c27_4850
OG0030818					Pp3c27_4860
OG0030819					Pp3c27_4660
OG0030820					Pp3c27_5080
OG0030821					Pp3c27_5400
OG0030822					Pp3c27_5950, Pp3c27_5960
OG0030823					Pp3c27_6150
OG0030824					Pp3c27_6030
OG0030825					Pp3c27_6140
OG0030826					Pp3c27_6100
OG0030827					Pp3c27_6090
OG0030828					Pp3c27_6400
OG0030829					Pp3c27_6600
OG0030830					Pp3c27_7300
OG0030831					Pp3c27_6860
OG0030832					Pp3c27_7440
OG0030833					Pp3c27_7430
OG0030834					Pp3c27_7310
OG0030835					Pp3c27_7330
OG0030836					Pp3c27_7810
OG0030837					Pp3c27_8710
OG0030838					Pp3c27_8220
OG0030839					Pp3c27_8070
OG0030840					Pp3c27_8700
OG0030841					Pp3c27_8320
OG0030842					Pp3c27_8610
OG0030843					Pp3c27_8410
OG0030844					Pp3c27_8590
OG0030845					Pp3c26_110
OG0030846					Pp3c26_520
OG0030847					Pp3c26_510
OG0030848					Pp3c26_640
OG0030849					Pp3c26_1270
OG0030850					Pp3c26_1400
OG0030851					Pp3c26_1840
OG0030852					Pp3c26_1800
OG0030853					Pp3c26_2240
OG0030854					Pp3c26_2580
OG0030855					Pp3c26_2708, Pp3c26_2819
OG0030856					Pp3c26_3000
OG0030857					Pp3c26_3290
OG0030858					Pp3c26_3020
OG0030859					Pp3c26_3540
OG0030860					Pp3c26_3860
OG0030861					Pp3c26_4380
OG0030862					Pp3c26_4970
OG0030863					Pp3c26_5040
OG0030864					Pp3c26_5630
OG0030865					Pp3c26_5090, Pp3c26_5095
OG0030866					Pp3c26_5450
OG0030867					Pp3c26_5770
OG0030868					Pp3c26_5760
OG0030869					Pp3c26_6630, Pp3c26_6631
OG0030870					Pp3c26_6580
OG0030871					Pp3c26_6484
OG0030872					Pp3c26_6560
OG0030873					Pp3c26_6910
OG0030874					Pp3c26_7703, Pp3c26_7720
OG0030875					Pp3c26_7430
OG0030876					Pp3c26_8100
OG0030877					Pp3c26_7470
OG0030878					Pp3c26_7890
OG0030879					Pp3c26_8420
OG0030880					Pp3c26_8530
OG0030881					Pp3c26_8730
OG0030882					Pp3c26_9330
OG0030883					Pp3c26_10800
OG0030884					Pp3c26_10850
OG0030885					Pp3c26_10560
OG0030886					Pp3c26_10790
OG0030887					Pp3c26_11110
OG0030888					Pp3c26_11650
OG0030889					Pp3c26_12140
OG0030890					Pp3c26_12120
OG0030891					Pp3c26_12329
OG0030892					Pp3c26_12820
OG0030893					Pp3c26_12520
OG0030894					Pp3c26_13140
OG0030895					Pp3c26_13350
OG0030896					Pp3c26_13310
OG0030897					Pp3c26_13620
OG0030898					Pp3c26_13300
OG0030899					Pp3c26_13650
OG0030900					Pp3c26_14110
OG0030901					Pp3c26_14340
OG0030902					Pp3c26_14380
OG0030903					Pp3c26_14660
OG0030904					Pp3c26_14960
OG0030905					Pp3c26_15260
OG0030906					Pp3c26_15430
OG0030907					Pp3c26_15180
OG0030908					Pp3c26_15710, Pp3c26_15720
OG0030909					Pp3c25_130
OG0030910					Pp3c25_210
OG0030911					Pp3c25_110
OG0030912					Pp3c25_240
OG0030913					Pp3c25_610
OG0030914					Pp3c25_450
OG0030915					Pp3c25_640
OG0030916					Pp3c25_680
OG0030917					Pp3c25_1390
OG0030918					Pp3c25_1410
OG0030919					Pp3c25_1360
OG0030920					Pp3c25_1810
OG0030921					Pp3c25_2200
OG0030922					Pp3c25_2390
OG0030923					Pp3c25_2450
OG0030924					Pp3c25_2490
OG0030925					Pp3c25_2720
OG0030926					Pp3c25_2550
OG0030927					Pp3c25_2730
OG0030928					Pp3c25_2750
OG0030929					Pp3c25_3020
OG0030930					Pp3c25_3330
OG0030931					Pp3c25_3170
OG0030932					Pp3c25_3740
OG0030933					Pp3c25_4010
OG0030934					Pp3c25_4470
OG0030935					Pp3c25_5110
OG0030936					Pp3c25_5290
OG0030937					Pp3c25_5299
OG0030938					Pp3c25_6370
OG0030939					Pp3c25_6270
OG0030940					Pp3c25_6650
OG0030941					Pp3c25_6730
OG0030942					Pp3c25_7190
OG0030943					Pp3c25_7390
OG0030944					Pp3c25_7910
OG0030945					Pp3c25_8500, Pp3c25_8510
OG0030946					Pp3c25_8810
OG0030947					Pp3c25_8600
OG0030948					Pp3c25_9030
OG0030949					Pp3c25_8840
OG0030950					Pp3c25_9380
OG0030951					Pp3c25_9290
OG0030952					Pp3c25_9260
OG0030953					Pp3c25_9580
OG0030954					Pp3c25_9400
OG0030955					Pp3c25_9710
OG0030956					Pp3c25_9980
OG0030957					Pp3c25_9990
OG0030958					Pp3c25_10070
OG0030959					Pp3c25_10130
OG0030960					Pp3c25_11150
OG0030961					Pp3c25_11210
OG0030962					Pp3c25_11700
OG0030963					Pp3c25_11760
OG0030964					Pp3c25_12010
OG0030965					Pp3c25_12880
OG0030966					Pp3c25_12570
OG0030967					Pp3c25_13140
OG0030968					Pp3c25_13090
OG0030969					Pp3c25_13030
OG0030970					Pp3c25_13430
OG0030971					Pp3c25_13630
OG0030972					Pp3c25_14010
OG0030973					Pp3c25_14190
OG0030974					Pp3c25_14260
OG0030975					Pp3c25_14480
OG0030976					Pp3c25_14520
OG0030977					Pp3c25_14559
OG0030978					Pp3c25_14510
OG0030979					Pp3c25_14700
OG0030980					Pp3c25_14940
OG0030981					Pp3c25_14970
OG0030982					Pp3c25_14960
OG0030983					Pp3c25_15320
OG0030984					Pp3c25_15370
OG0030985					Pp3c25_15500, Pp3s76_50
OG0030986					Pp3c25_15410
OG0030987					Pp3c24_140
OG0030988					Pp3c24_600
OG0030989					Pp3c24_790
OG0030990					Pp3c24_930
OG0030991					Pp3c24_1120
OG0030992					Pp3c24_2260, Pp3c24_2270
OG0030993					Pp3c24_2590
OG0030994					Pp3c24_2830
OG0030995					Pp3c24_2860
OG0030996					Pp3c24_3000
OG0030997					Pp3c24_3830
OG0030998					Pp3c24_4310
OG0030999					Pp3c24_4550
OG0031000					Pp3c24_4760
OG0031001					Pp3c24_4960
OG0031002					Pp3c24_5060
OG0031003					Pp3c24_5200
OG0031004					Pp3c24_5330
OG0031005					Pp3c24_5300
OG0031006					Pp3c24_5260
OG0031007					Pp3c24_5250
OG0031008					Pp3c24_5340
OG0031009					Pp3c24_5500
OG0031010					Pp3c24_5860
OG0031011					Pp3c24_5940
OG0031012					Pp3c24_5920
OG0031013					Pp3c24_6000
OG0031014					Pp3c24_6360
OG0031015					Pp3c24_6190
OG0031016					Pp3c24_6680
OG0031017					Pp3c24_6920
OG0031018					Pp3c24_7010
OG0031019					Pp3c24_7120
OG0031020					Pp3c24_7130
OG0031021					Pp3c24_7690
OG0031022					Pp3c24_7825
OG0031023					Pp3c24_8020
OG0031024					Pp3c24_7870
OG0031025					Pp3c24_7720
OG0031026					Pp3c24_8060
OG0031027					Pp3c24_8160
OG0031028					Pp3c24_8170
OG0031029					Pp3c24_8630
OG0031030					Pp3c24_8890
OG0031031					Pp3c24_9560
OG0031032					Pp3c24_9890
OG0031033					Pp3c24_9860
OG0031034					Pp3c24_10220
OG0031035					Pp3c24_10380
OG0031036					Pp3c24_10530
OG0031037					Pp3c24_10700
OG0031038					Pp3c24_10770
OG0031039					Pp3c24_10740
OG0031040					Pp3c24_10910
OG0031041					Pp3c24_10960
OG0031042					Pp3c24_11190
OG0031043					Pp3c24_10970
OG0031044					Pp3c24_11300
OG0031045					Pp3c24_11220
OG0031046					Pp3c24_11540
OG0031047					Pp3c24_11240, Pp3c24_11250
OG0031048					Pp3c24_11630
OG0031049					Pp3c24_11800
OG0031050					Pp3c24_11870
OG0031051					Pp3c24_11830
OG0031052					Pp3c24_11850
OG0031053					Pp3c24_11860
OG0031054					Pp3c24_12780
OG0031055					Pp3c24_12820
OG0031056					Pp3c24_12720
OG0031057					Pp3c24_12830
OG0031058					Pp3c24_12980
OG0031059					Pp3c24_13190
OG0031060					Pp3c24_13850
OG0031061					Pp3c24_13810
OG0031062					Pp3c24_14030
OG0031063					Pp3c24_14230
OG0031064					Pp3c24_14460
OG0031065					Pp3c24_14480, Pp3c24_14510
OG0031066					Pp3c24_14260
OG0031067					Pp3c24_15020, Pp3c24_15030
OG0031068					Pp3c24_15150, Pp3c24_15155
OG0031069					Pp3c24_15380
OG0031070					Pp3c24_15270
OG0031071					Pp3c24_15220
OG0031072					Pp3c24_15350
OG0031073					Pp3c24_15690
OG0031074					Pp3c24_16040
OG0031075					Pp3c24_16050
OG0031076					Pp3c24_16190
OG0031077					Pp3c24_16090, Pp3c24_16091
OG0031078					Pp3c24_16250
OG0031079					Pp3c24_16240
OG0031080					Pp3c24_16590
OG0031081					Pp3c24_16520
OG0031082					Pp3c24_17030
OG0031083					Pp3c24_17450
OG0031084					Pp3c24_17330
OG0031085					Pp3c24_17850
OG0031086					Pp3c24_18240
OG0031087					Pp3c24_18480
OG0031088					Pp3c24_18720
OG0031089					Pp3c24_18810
OG0031090					Pp3c24_19060
OG0031091					Pp3c24_19270
OG0031092					Pp3c24_19020
OG0031093					Pp3c24_20150
OG0031094					Pp3c24_20120
OG0031095					Pp3c24_19940
OG0031096					Pp3c24_20450
OG0031097					Pp3c24_20100
OG0031098					Pp3c24_20500
OG0031099					Pp3c24_20540
OG0031100					Pp3c24_20590
OG0031101					Pp3c24_20280
OG0031102					Pp3c24_20750
OG0031103					Pp3c24_20610
OG0031104					Pp3c24_20920
OG0031105					Pp3c23_170, Pp3c23_180
OG0031106					Pp3c23_690
OG0031107					Pp3c23_1030
OG0031108					Pp3c23_1100
OG0031109					Pp3c23_1980
OG0031110					Pp3c23_2010
OG0031111					Pp3c23_2580
OG0031112					Pp3c23_2160
OG0031113					Pp3c23_3760
OG0031114					Pp3c23_3850
OG0031115					Pp3c23_4150
OG0031116					Pp3c23_4200
OG0031117					Pp3c23_3810
OG0031118					Pp3c23_4090
OG0031119					Pp3c23_4430
OG0031120					Pp3c23_4450
OG0031121					Pp3c23_5250
OG0031122					Pp3c23_5340
OG0031123					Pp3c23_5460
OG0031124					Pp3c23_5670
OG0031125					Pp3c23_5660
OG0031126					Pp3c23_6120
OG0031127					Pp3c23_6280
OG0031128					Pp3c23_6470
OG0031129					Pp3c23_6440
OG0031130					Pp3c23_6540
OG0031131					Pp3c23_7040
OG0031132					Pp3c23_7400
OG0031133					Pp3c23_7340
OG0031134					Pp3c23_7470
OG0031135					Pp3c23_7600
OG0031136					Pp3c23_7625
OG0031137					Pp3c23_7740
OG0031138					Pp3c23_7760
OG0031139					Pp3c23_7990, Pp3s104_10
OG0031140					Pp3c23_8370
OG0031141					Pp3c23_9190
OG0031142					Pp3c23_9420
OG0031143					Pp3c23_9650
OG0031144					Pp3c23_9800
OG0031145					Pp3c23_9760
OG0031146					Pp3c23_9750
OG0031147					Pp3c23_10240
OG0031148					Pp3c23_10470
OG0031149					Pp3c23_10450
OG0031150					Pp3c23_10810
OG0031151					Pp3c23_10680
OG0031152					Pp3c23_10720
OG0031153					Pp3c23_11010
OG0031154					Pp3c23_10900
OG0031155					Pp3c23_11590
OG0031156					Pp3c23_11750
OG0031157					Pp3c23_11800
OG0031158					Pp3c23_12020
OG0031159					Pp3c23_12300
OG0031160					Pp3c23_12650
OG0031161					Pp3c23_12840
OG0031162					Pp3c23_12980
OG0031163					Pp3c23_12920
OG0031164					Pp3c23_12900
OG0031165					Pp3c23_13130
OG0031166					Pp3c23_13360
OG0031167					Pp3c23_13700
OG0031168					Pp3c23_13890
OG0031169					Pp3c23_13910
OG0031170					Pp3c23_14080
OG0031171					Pp3c23_14510
OG0031172					Pp3c23_14520, Pp3c23_14521
OG0031173					Pp3c23_14710
OG0031174					Pp3c23_14930
OG0031175					Pp3c23_14940
OG0031176					Pp3c23_15380
OG0031177					Pp3c23_15510
OG0031178					Pp3c23_15520
OG0031179					Pp3c23_15940
OG0031180					Pp3c23_15920
OG0031181					Pp3c23_16220
OG0031182					Pp3c23_16430, Pp3c23_16470
OG0031183					Pp3c23_16520
OG0031184					Pp3c23_16640
OG0031185					Pp3c23_16870
OG0031186					Pp3c23_17000
OG0031187					Pp3c23_17450
OG0031188					Pp3c23_17630
OG0031189					Pp3c23_17670
OG0031190					Pp3c23_17740
OG0031191					Pp3c23_17980
OG0031192					Pp3c23_18010
OG0031193					Pp3c23_18160
OG0031194					Pp3c23_18650
OG0031195					Pp3c23_18630
OG0031196					Pp3c23_18900
OG0031197					Pp3c23_19020
OG0031198					Pp3c23_18960
OG0031199					Pp3c23_19320
OG0031200					Pp3c23_19400
OG0031201					Pp3c23_20410
OG0031202					Pp3c23_20350
OG0031203					Pp3c23_20590
OG0031204					Pp3c23_20760
OG0031205					Pp3c23_20840
OG0031206					Pp3c23_21610
OG0031207					Pp3c23_21750
OG0031208					Pp3c23_21880
OG0031209					Pp3c23_21920
OG0031210					Pp3c23_21950
OG0031211					Pp3c23_22290
OG0031212					Pp3c23_22220
OG0031213					Pp3c23_22700
OG0031214					Pp3c22_70
OG0031215					Pp3c22_580
OG0031216					Pp3c22_650
OG0031217					Pp3c22_870
OG0031218					Pp3c22_1020
OG0031219					Pp3c22_1210
OG0031220					Pp3c22_1450
OG0031221					Pp3c22_1630
OG0031222					Pp3c22_2260
OG0031223					Pp3c22_2370
OG0031224					Pp3c22_2290
OG0031225					Pp3c22_2540
OG0031226					Pp3c22_2620
OG0031227					Pp3c22_2750
OG0031228					Pp3c22_2830
OG0031229					Pp3c22_2770
OG0031230					Pp3c22_3000
OG0031231					Pp3c22_3040
OG0031232					Pp3c22_3190
OG0031233					Pp3c22_3200
OG0031234					Pp3c22_3210
OG0031235					Pp3c22_3662, Pp3c22_3690
OG0031236					Pp3c22_3916
OG0031237					Pp3c22_3980
OG0031238					Pp3c22_4700
OG0031239					Pp3c22_4590
OG0031240					Pp3c22_4640
OG0031241					Pp3c15_6840, Pp3c22_4990
OG0031242					Pp3c22_4950
OG0031243					Pp3c22_5250
OG0031244					Pp3c22_5480
OG0031245					Pp3c22_5450
OG0031246					Pp3c22_5640
OG0031247					Pp3c22_5970
OG0031248					Pp3c22_6320
OG0031249					Pp3c22_6720
OG0031250					Pp3c22_6890
OG0031251					Pp3c22_6940
OG0031252					Pp3c22_7150
OG0031253					Pp3c22_7340
OG0031254					Pp3c22_7550
OG0031255					Pp3c22_7650
OG0031256					Pp3c22_7780
OG0031257					Pp3c22_8060
OG0031258					Pp3c22_8320
OG0031259					Pp3c22_8450
OG0031260					Pp3c22_8500
OG0031261					Pp3c22_8490
OG0031262					Pp3c22_8690
OG0031263					Pp3c22_8600
OG0031264					Pp3c22_9050, Pp3c22_9051
OG0031265					Pp3c22_8978
OG0031266					Pp3c22_9100
OG0031267					Pp3c22_9220
OG0031268					Pp3c22_10520
OG0031269					Pp3c22_10530
OG0031270					Pp3c22_10680
OG0031271					Pp3c22_10630
OG0031272					Pp3c22_10770
OG0031273					Pp3c22_10740
OG0031274					Pp3c22_11060
OG0031275					Pp3c22_10880
OG0031276					Pp3c22_10800
OG0031277					Pp3c22_11120
OG0031278					Pp3c22_11640
OG0031279					Pp3c22_12020
OG0031280					Pp3c22_12360
OG0031281					Pp3c22_12650
OG0031282					Pp3c22_12550
OG0031283					Pp3c22_12700
OG0031284					Pp3c22_12750
OG0031285					Pp3c22_13090
OG0031286					Pp3c22_13220
OG0031287					Pp3c22_13010, Pp3c22_13030
OG0031288					Pp3c22_13900
OG0031289					Pp3c22_14080
OG0031290					Pp3c22_14060
OG0031291					Pp3c22_14470
OG0031292					Pp3c22_14300
OG0031293					Pp3c22_14460
OG0031294					Pp3c22_14950
OG0031295					Pp3c22_15730
OG0031296					Pp3c22_14981
OG0031297					Pp3c22_16380
OG0031298					Pp3c22_15860
OG0031299					Pp3c22_16640
OG0031300					Pp3c22_15880
OG0031301					Pp3c22_16770
OG0031302					Pp3c22_16740
OG0031303					Pp3c22_16910
OG0031304					Pp3c22_17260
OG0031305					Pp3c22_17550
OG0031306					Pp3c22_17630
OG0031307					Pp3c22_17570
OG0031308					Pp3c22_17530
OG0031309					Pp3c22_17620
OG0031310					Pp3c22_18270
OG0031311					Pp3c22_18610
OG0031312					Pp3c22_19110
OG0031313					Pp3c22_19310
OG0031314					Pp3c22_19720
OG0031315					Pp3c22_19770
OG0031316					Pp3c22_19810
OG0031317					Pp3c22_20330
OG0031318					Pp3c22_20770
OG0031319					Pp3c22_20780
OG0031320					Pp3c22_19820
OG0031321					Pp3c22_20640
OG0031322					Pp3c22_21810
OG0031323					Pp3c22_22330
OG0031324					Pp3c22_22180
OG0031325					Pp3c22_22770
OG0031326					Pp3c22_22860
OG0031327					Pp3c22_22990
OG0031328					Pp3c22_23080
OG0031329					Pp3c21_60
OG0031330					Pp3c21_150
OG0031331					Pp3c21_610
OG0031332					Pp3c21_1520
OG0031333					Pp3c21_2000, Pp3c21_2022
OG0031334					Pp3c21_1930
OG0031335					Pp3c21_2960
OG0031336					Pp3c21_2830
OG0031337					Pp3c21_2870
OG0031338					Pp3c21_2910
OG0031339					Pp3c21_3550, Pp3c21_3620
OG0031340					Pp3c21_3750
OG0031341					Pp3c21_3550, Pp3c21_3560
OG0031342					Pp3c21_4030
OG0031343					Pp3c21_4200
OG0031344					Pp3c21_4330
OG0031345					Pp3c21_4710
OG0031346					Pp3c21_4700
OG0031347					Pp3c21_5160
OG0031348					Pp3c21_4760, Pp3c21_4764
OG0031349					Pp3c21_5210
OG0031350					Pp3c21_5260
OG0031351					Pp3c21_5460
OG0031352					Pp3c21_5590
OG0031353					Pp3c21_6420
OG0031354					Pp3c21_6390
OG0031355					Pp3c21_6880
OG0031356					Pp3c21_7000, Pp3s228_13
OG0031357					Pp3c21_7690
OG0031358					Pp3c21_7970
OG0031359					Pp3c21_7950, Pp3c21_7954
OG0031360					Pp3c21_8110
OG0031361					Pp3c21_8170
OG0031362					Pp3c21_8200
OG0031363					Pp3c21_8190
OG0031364					Pp3c21_8310
OG0031365					Pp3c21_8710
OG0031366					Pp3c21_9120
OG0031367					Pp3c21_8960
OG0031368					Pp3c21_9590
OG0031369					Pp3c21_9600
OG0031370					Pp3c21_9850
OG0031371					Pp3c21_10370
OG0031372					Pp3c21_10260
OG0031373					Pp3c21_10530, Pp3c21_10540
OG0031374					Pp3c21_10390
OG0031375					Pp3c21_11020
OG0031376					Pp3c21_11040
OG0031377					Pp3c21_10980
OG0031378					Pp3c21_11130
OG0031379					Pp3c21_11590
OG0031380					Pp3c21_11690
OG0031381					Pp3c21_11820
OG0031382					Pp3c21_12630, Pp3c21_12646
OG0031383					Pp3c21_12760
OG0031384					Pp3c21_12400
OG0031385					Pp3c21_13190
OG0031386					Pp3c21_13700
OG0031387					Pp3c21_13840
OG0031388					Pp3c21_14070
OG0031389					Pp3c21_14263
OG0031390					Pp3c21_14020
OG0031391					Pp3c21_14380
OG0031392					Pp3c21_14400
OG0031393					Pp3c21_14410
OG0031394					Pp3c21_14760
OG0031395					Pp3c21_14900
OG0031396					Pp3c21_14920
OG0031397					Pp3c21_15450
OG0031398					Pp3c21_15360
OG0031399					Pp3c21_15570
OG0031400					Pp3c21_15690
OG0031401					Pp3c21_15710
OG0031402					Pp3c21_15220
OG0031403					Pp3c21_15510
OG0031404					Pp3c21_15540
OG0031405					Pp3c21_15770
OG0031406					Pp3c21_15840
OG0031407					Pp3c21_15670
OG0031408					Pp3c21_16010, Pp3c21_16020
OG0031409					Pp3c21_16290
OG0031410					Pp3c21_16610
OG0031411					Pp3c21_16550
OG0031412					Pp3c21_16930
OG0031413					Pp3c21_16980
OG0031414					Pp3c21_17210
OG0031415					Pp3c21_17550
OG0031416					Pp3c21_17040
OG0031417					Pp3c21_17350
OG0031418					Pp3c21_17580
OG0031419					Pp3c21_18180
OG0031420					Pp3c21_18480
OG0031421					Pp3c21_18730
OG0031422					Pp3c21_19120
OG0031423					Pp3c21_18660
OG0031424					Pp3c21_19400
OG0031425					Pp3c21_19560, Pp3c21_19561
OG0031426					Pp3c21_19490
OG0031427					Pp3c21_19980
OG0031428					Pp3c21_20040
OG0031429					Pp3c21_20540
OG0031430					Pp3c21_20870
OG0031431					Pp3c21_21530
OG0031432					Pp3c21_21840
OG0031433					Pp3c21_22100
OG0031434					Pp3c21_21820
OG0031435					Pp3c21_22160
OG0031436					Pp3c21_21490
OG0031437					Pp3c20_479, Pp3c20_69
OG0031438					Pp3c20_270
OG0031439					Pp3c20_129, Pp3c20_448
OG0031440					Pp3c20_396, Pp3s959_20
OG0031441					Pp3c20_530
OG0031442					Pp3c20_840
OG0031443					Pp3c20_1060
OG0031444					Pp3c20_1070
OG0031445					Pp3c20_1590
OG0031446					Pp3c20_1510
OG0031447					Pp3c20_1670
OG0031448					Pp3c20_2360
OG0031449					Pp3c20_2410
OG0031450					Pp3c20_2540
OG0031451					Pp3c20_2930
OG0031452					Pp3c20_2650
OG0031453					Pp3c20_2920
OG0031454					Pp3c20_3140
OG0031455					Pp3c20_3270
OG0031456					Pp3c20_3580
OG0031457					Pp3c20_3480
OG0031458					Pp3c20_3540
OG0031459					Pp3c20_3750
OG0031460					Pp3c20_3770
OG0031461					Pp3c20_4000
